"","politician_name","vcard","url"
"33","Merlin Hull","Merlin Gray HullMember of the U.S. House of Representativesfrom Wisconsin's 9th districtIn officeJanuary 3, 1935 – May 17, 1953Preceded byJames A. FrearSucceeded byLester JohnsonMember of the U.S. House of Representativesfrom Wisconsin's 7th districtIn officeMarch 4, 1929 – March 3, 1931Preceded byJoseph D. BeckSucceeded byGardner R. Withrow20th Secretary of State of WisconsinIn officeJanuary 1, 1917 – January 3, 1921GovernorEmanuel L. PhilippPreceded byJohn S. DonaldSucceeded byFred R. ZimmermanMember of the Wisconsin State AssemblyIn office1909-1915
Personal detailsBorn(1870-12-18)December 18, 1870Farina, Illinois, United StatesDiedMay 17, 1953(1953-05-17) (aged 82)La Crosse, Wisconsin, United StatesPolitical partyRepublican Wisconsin Progressive Party","https://en.wikipedia.org/wiki/Merlin_Hull"
"34","George Washington Blanchard","George Washington BlanchardMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeMarch 4, 1933 – January 3, 1935Preceded byThomas Ryum AmlieSucceeded byThomas Ryum AmlieMember of the Wisconsin State AssemblyIn office1925Member of the Wisconsin State SenateIn office1927
Personal detailsBornJanuary 26, 1884Colby, WisconsinDiedOctober 2, 1964(1964-10-02) (aged 80)Edgerton, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/George_Washington_Blanchard"
"35","Charles W. Henney","Charles W. HenneyMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeMarch 4, 1933 – January 3, 1935Preceded byCharles A. KadingSucceeded byHarry Sauthoff
Personal detailsBornFebruary 2, 1884Dunlap, IowaDiedNovember 16, 1969(1969-11-16) (aged 85)Portage, WisconsinPolitical partyDemocratic","https://en.wikipedia.org/wiki/Charles_W._Henney"
"36","Gardner R. Withrow","Gardner R. WithrowMember of the U.S. House of Representativesfrom Wisconsin's 3rd districtIn officeJanuary 3, 1949 – January 3, 1961Preceded byWilliam H. StevensonSucceeded byVernon Wallace ThomsonMember of the U.S. House of Representativesfrom Wisconsin's 3rd districtIn officeMarch 4, 1933 – January 3, 1939Preceded byJohn M. NelsonSucceeded byHarry W. GriswoldMember of the U.S. House of Representativesfrom Wisconsin's 7th districtIn officeMarch 4, 1931 – March 3, 1933Preceded byMerlin HullSucceeded byGerald J. Boileau
Personal detailsBornOctober 5, 1892La Crosse, WisconsinDiedSeptember 23, 1964(1964-09-23) (aged 71)La Crosse, WisconsinPolitical partyRepublican, Progressive","https://en.wikipedia.org/wiki/Gardner_R._Withrow"
"37","Raymond Joseph Cannon","Raymond Joseph CannonMember of the U.S. House of Representativesfrom Wisconsin's 4th districtIn officeMarch 4, 1933 – January 3, 1939Preceded byJohn C. SchaferSucceeded byJohn C. Schafer
Personal detailsBornAugust 26, 1894Ironwood, MichiganDiedNovember 25, 1951(1951-11-25) (aged 57)Milwaukee, WisconsinNationalityAmericanPolitical partyDemocraticSpouse(s)Alice (née Carey); 3 childrenAlma materMarquette University Law SchoolProfessionBaseball player, attorney","https://en.wikipedia.org/wiki/Raymond_Joseph_Cannon"
"38","Michael Reilly","Michael K. ReillyMember of the U.S. House of Representativesfrom Wisconsin's 6th districtIn officeNovember 4, 1930 – January 3, 1939Preceded byFlorian LampertSucceeded byFrank Bateman KeefeMember of the U.S. House of Representativesfrom Wisconsin's 6th districtIn officeMarch 4, 1913 – March 3, 1917Preceded byMichael E. BurkeSucceeded byJames H. Davidson
Personal detailsBorn(1869-07-15)July 15, 1869Empire, WisconsinDiedOctober 14, 1944(1944-10-14) (aged 75)Neptune, New JerseyPolitical partyDemocratic","https://en.wikipedia.org/wiki/Michael_Reilly"
"39","Gerald J. Boileau","Gerald J. BoileauMember of the U.S. House of Representativesfrom Wisconsin's 7th districtIn officeMarch 4, 1933 – January 3, 1939Preceded byGardner R. WithrowSucceeded byReid F. MurrayMember of the U.S. House of Representativesfrom Wisconsin's 8th districtIn officeMarch 4, 1931 – March 3, 1933Preceded byEdward E. BrowneSucceeded byJames F. Hughes
Personal detailsBorn(1900-01-15)January 15, 1900Woodruff, WisconsinDiedJanuary 30, 1981(1981-01-30) (aged 81)Wausau, WisconsinPolitical partyRepublican (1931-1935)
Wisconsin Progressive Party (1935-1939)","https://en.wikipedia.org/wiki/Gerald_J._Boileau"
"40","Thomas Ryum Amlie","Thomas Ryum AmlieMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeJanuary 3, 1935 – January 3, 1939Preceded byGeorge Washington BlanchardSucceeded byStephen BollesMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeOctober 13, 1931 – March 3, 1933Preceded byHenry A. CooperSucceeded byGeorge Washington Blanchard
Personal detailsBornApril 17, 1897Binford, North DakotaDiedAugust 22, 1973(1973-08-22) (aged 76)Madison, WisconsinPolitical partyRepublican
Wisconsin Progressive Party","https://en.wikipedia.org/wiki/Thomas_Ryum_Amlie"
"41","Harry Sauthoff","Harry Sauthoff, Sr.Member of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1941 – January 3, 1945Preceded byCharles Hawks, Jr.Succeeded byRobert Kirkland HenryMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1935 – January 3, 1939Preceded byCharles W. HenneySucceeded byCharles Hawks, Jr.Member of the Wisconsin SenateIn office1925–1929
Personal detailsBorn(1879-06-03)June 3, 1879Madison, WisconsinDiedJune 16, 1966(1966-06-16) (aged 87)Madison, WisconsinPolitical partyProgressive","https://en.wikipedia.org/wiki/Harry_Sauthoff"
"42","Bernard J. Gehrmann","Bernard J. GehrmannMember of the U.S. House of Representativesfrom Wisconsin's 10th districtIn officeJanuary 3, 1935 – January 3, 1943Preceded byHubert H. PeaveySucceeded byAlvin O'Konski
Personal detailsBorn(1880-02-13)February 13, 1880Gnesen, East PrussiaDiedJuly 12, 1958(1958-07-12) (aged 78)Mellen, WisconsinPolitical partyProgressive","https://en.wikipedia.org/wiki/Bernard_J._Gehrmann"
"43","Stephen Bolles","Stephen BollesMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeJanuary 3, 1939 – July 8, 1941Preceded byThomas Ryum AmlieSucceeded byLawrence H. Smith
Personal detailsBornJune 25, 1866Springboro, PennsylvaniaDiedJuly 8, 1941(1941-07-08) (aged 75)Washington, D.C.Political partyRepublicanSpouse(s)Aimee Carreras Wall Bolles","https://en.wikipedia.org/wiki/Stephen_Bolles"
"44","Charles Hawks Jr.","Charles Hawks Jr.Member of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1939 – January 3, 1941Preceded byHarry SauthoffSucceeded byHarry Sauthoff
Personal detailsBornJuly 7, 1899Horicon, WisconsinDiedJanuary 6, 1960(1960-01-06) (aged 60)Bryn Mawr, PennsylvaniaPolitical partyRepublican","https://en.wikipedia.org/wiki/Charles_Hawks,_Jr."
"45","Harry W. Griswold","Harry W. GriswoldMember of the U.S. House of Representativesfrom Wisconsin's 3rd districtIn officeJanuary 3, 1939 – July 4, 1939Preceded byGardner R. WithrowSucceeded byWilliam H. StevensonMember of the Wisconsin SenateIn office1933-1937
Personal detailsBornMay 19, 1886West Salem, WisconsinDiedJuly 4, 1939(1939-07-04) (aged 53)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Harry_W._Griswold"
"46","Lewis D. Thill","Lewis D. ThillMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1939 – January 3, 1943Preceded byThomas O' MalleySucceeded byHoward J. McMurray
Personal detailsBorn(1903-10-18)October 18, 1903Milwaukee, WisconsinDiedMay 6, 1975(1975-05-06) (aged 71)San Diego, CaliforniaPolitical partyRepublican","https://en.wikipedia.org/wiki/Lewis_D._Thill"
"47","Frank Bateman Keefe","Frank Bateman KeefeMember of the U.S. House of Representativesfrom Wisconsin's 6th districtIn officeJanuary 3, 1939 – January 3, 1951Preceded byMichael ReillySucceeded byWilliam Van Pelt
Personal detailsBorn(1887-09-23)September 23, 1887Winneconne, WisconsinDiedFebruary 5, 1952(1952-02-05) (aged 64)Neenah, WisconsinPolitical partyRepublicanAlma materUniversity of Michigan","https://en.wikipedia.org/wiki/Frank_B._Keefe"
"48","Reid F. Murray","Reid F. MurrayMember of the U.S. House of Representativesfrom Wisconsin's 7th districtIn officeJanuary 3, 1939 – April 29, 1952Preceded byGerald J. BoileauSucceeded byMelvin Laird
Personal detailsBornReid Fred Murray(1887-10-16)October 16, 1887Ogdensburg, WisconsinDiedApril 29, 1952(1952-04-29) (aged 64)Bethesda, MarylandPolitical partyRepublican","https://en.wikipedia.org/wiki/Reid_F._Murray"
"49","Joshua L. Johns","Joshua L. JohnsMember of the U.S. House of Representativesfrom Wisconsin's 8th districtIn officeJanuary 3, 1939 – January 3, 1943Preceded byGeorge J. SchneiderSucceeded byLavern Dilweg
Personal detailsBorn(1881-02-27)February 27, 1881Eagle, WisconsinDiedMarch 16, 1947(1947-03-16) (aged 66)Green Bay, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/Joshua_L._Johns"
"50","William H. Stevenson","William H. StevensonMember of the U.S. House of Representativesfrom Wisconsin's 3rd districtIn officeJanuary 3, 1941 – January 3, 1949Preceded byHarry W. GriswoldSucceeded byGardner R. Withrow
Personal detailsBornSeptember 23, 1891Kenosha, WisconsinDiedMarch 19, 1978(1978-03-19) (aged 86)La Crosse, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/William_H._Stevenson"
"51","Lawrence H. Smith","Lawrence Henry SmithMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeAugust 29, 1941 – January 22, 1958Preceded byStephen BollesSucceeded byGerald T. Flynn
Personal detailsBornSeptember 15, 1892Racine, WisconsinDiedJanuary 22, 1958(1958-01-22) (aged 65)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Lawrence_H._Smith"
"52","Howard J. McMurray","Howard J. McMurrayMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1943 – January 3, 1945Preceded byLewis D. ThillSucceeded byAndrew Biemiller
Personal detailsBorn(1901-03-03)March 3, 1901Mount Hope, KansasDiedAugust 14, 1961(1961-08-14) (aged 60)Albuquerque, New MexicoPolitical partyDemocratic","https://en.wikipedia.org/wiki/Howard_J._McMurray"
"53","LaVern Dilweg","LaVern DilwegNo. 70Position:EndPersonal informationBorn:(1903-11-01)November 1, 1903Milwaukee, WisconsinDied:January 2, 1968(1968-01-02) (aged 64)St. Petersburg, FloridaHeight:6 ft 3 in (1.91 m)Weight:200 lb (91 kg)Career informationHigh school:Washington (WI)College:MarquetteCareer history
 
Milwaukee Badgers (1926)
Green Bay Packers (1927–1934)
Career highlights and awards
 
3x NFL champion (1929, 1930, 1931)
NFL's 1920s All-Decade Team
5x First Team All-Pro (1927–31)
3x Second Team All-Pro (1926, 1932–33)
Green Bay Packers Hall of Fame
Career NFL statisticsGames played:107Receptions:23Touchdowns:12Player stats at NFL.com","https://en.wikipedia.org/wiki/LaVern_Dilweg"
"54","Alvin O'Konski","Alvin E. O'KonskiMember of the U.S. House of Representativesfrom Wisconsin's 10th districtIn officeJanuary 3, 1943 – January 3, 1973Preceded byBernard J. GehrmannSucceeded byDistrict abolished
Personal detailsBorn(1904-05-26)May 26, 1904Kewaunee, WisconsinDiedJuly 8, 1987(1987-07-08) (aged 83)Kewaunee, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/Alvin_E._O'Konski"
"55","Robert Kirkland Henry","Robert Kirkland HenryMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1945 – November 20, 1946Preceded byHarry SauthoffSucceeded byGlenn Robert Davis20th Treasurer of WisconsinIn officeJanuary 2, 1933 – January 4, 1937GovernorAlbert G. SchmedemanPhilip La FollettePreceded bySolomon LevitanSucceeded bySolomon Levitan
Personal detailsBornFebruary 9, 1890Jefferson, WisconsinDiedNovember 20, 1946(1946-11-20) (aged 56)Madison, WisconsinResting placeGreenwood Cemetery, Jefferson, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/Robert_Kirkland_Henry"
"56","Andrew Biemiller","Andrew BiemillerMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1949 – January 3, 1951Preceded byCharles J. KerstenSucceeded byCharles J. KerstenMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1945 – January 3, 1947Preceded byHoward J. McMurraySucceeded byCharles J. KerstenMember of the Wisconsin State AssemblyIn office1936–1942
Personal detailsBorn(1906-07-23)July 23, 1906Sandusky, OhioDiedApril 3, 1982(1982-04-03) (aged 75)Bethesda, MarylandPolitical partySocialist, Progressive, Democrat","https://en.wikipedia.org/wiki/Andrew_Biemiller"
"57","John W. Byrnes","John W. Byrnescirca 1956Member of the U.S. House of Representativesfrom Wisconsin's 8th districtIn officeJanuary 3, 1945 – January 3, 1973Preceded byLaVern DilwegSucceeded byHarold Vernon FroehlichMember of the Wisconsin Senatefrom the 2nd districtIn office1941–1945Preceded byMichael F. Kresky, Jr.Succeeded byHarold A. Lytie
Personal detailsBornJohn William Byrnes(1913-06-12)June 12, 1913Green Bay, WisconsinDiedJanuary 12, 1985(1985-01-12) (aged 71)Marshfield, WisconsinPolitical partyRepublicanSpouse(s)Barbara Preston ByrnesChildren6 (3 sons, 3 daughters)Alma materUniversity of WisconsinOccupationAttorney","https://en.wikipedia.org/wiki/John_W._Byrnes"
"58","John C. Brophy","John C. BrophyMember of the U.S. House of Representativesfrom Wisconsin's 4th districtIn officeJanuary 3, 1947 – January 3, 1949Preceded byThaddeus WasielewskiSucceeded byClement J. Zablocki
Personal detailsBornJohn Charles BrophyOctober 8, 1901Eagle, WisconsinDiedDecember 26, 1976(1976-12-26) (aged 75)Milwaukee, WisconsinNationalityAmericanPolitical partyRepublicanAlma materMarquette Academy","https://en.wikipedia.org/wiki/John_C._Brophy"
"59","Charles J. Kersten","Charles J. KerstenMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1951 – January 3, 1955Preceded byAndrew BiemillerSucceeded byHenry S. ReussMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1947 – January 3, 1949Preceded byAndrew BiemillerSucceeded byAndrew Biemiller
Personal detailsBorn(1902-05-26)May 26, 1902Chicago, IllinoisDiedOctober 31, 1972(1972-10-31) (aged 70)Milwaukee, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/Charles_J._Kersten"
"60","Glenn Robert Davis","Glenn Robert DavisDavis in 1956Member of the U.S. House of Representativesfrom Wisconsin's 9th districtIn officeJanuary 3, 1965 – December 31, 1974Preceded byLester JohnsonSucceeded byBob KastenMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeApril 22, 1947 – January 3, 1957Preceded byRobert Kirkland HenrySucceeded byDonald Edgar TewesMember of the Wisconsin State AssemblyIn officeJanuary 6, 1941 - June 1942
Personal detailsBornOctober 28, 1914Vernon, WisconsinDiedSeptember 21, 1988(1988-09-21) (aged 73) Arlington, VirginiaPolitical partyRepublicanMilitary serviceBranch/serviceUnited States NavyYears of service1942–1945RankLieutenantBattles/warsWorld War II","https://en.wikipedia.org/wiki/Glenn_Robert_Davis"
"61","Clement J. Zablocki","Clement J. ZablockiChair of the House Committee on Foreign AffairsIn officeJanuary 3, 1977 – December 3, 1983Preceded byThomas E. MorganSucceeded byDante FascellMember of the U.S. House of Representativesfrom Wisconsin's 4th districtIn officeJanuary 3, 1949 – December 3, 1983Preceded byJohn C. BrophySucceeded byJerry KleczkaMember of the Wisconsin State SenateIn office1943–1949
Personal detailsBornClement John Zablocki(1912-11-18)November 18, 1912Milwaukee, WisconsinDiedDecember 3, 1983(1983-12-03) (aged 71)Washington, D.C., U.S.NationalityAmericanPolitical partyDemocraticAlma materMarquette University","https://en.wikipedia.org/wiki/Clement_J._Zablocki"
"62","William Van Pelt","William Van PeltMember of the U.S. House of Representativesfrom Wisconsin's 6th districtIn officeJanuary 3, 1951 – January 3, 1965Preceded byFrank Bateman KeefeSucceeded byJohn Abner Race
Personal detailsBorn(1905-03-10)March 10, 1905Glenbeulah, WisconsinDiedJune 2, 1996(1996-06-02) (aged 91)Fond du Lac, WisconsinPolitical partyRepublican","https://en.wikipedia.org/wiki/William_Van_Pelt"
"63","Melvin Laird","Melvin LairdWhite House Domestic Affairs AdvisorIn officeMay 1, 1973 – January 8, 1974Acting: May 1, 1973 – June 6, 1973PresidentRichard NixonPreceded byJohn EhrlichmanSucceeded byKenneth Reese Cole Jr.10th United States Secretary of DefenseIn officeJanuary 22, 1969 – January 29, 1973[1]PresidentRichard NixonPreceded byClark CliffordSucceeded byElliot RichardsonChair of the House Republican ConferenceIn officeJanuary 3, 1965 – January 3, 1969LeaderGerald FordPreceded byGerald FordSucceeded byJohn B. AndersonMember of the U.S. House of Representativesfrom Wisconsin's 7th districtIn officeJanuary 3, 1953 – January 21, 1969Preceded byReid F. MurraySucceeded byDave Obey
Personal detailsBornMelvin Robert Laird(1922-09-01)September 1, 1922Omaha, Nebraska, U.S.DiedNovember 16, 2016(2016-11-16) (aged 94)Fort Myers, Florida, U.S.Resting placeArlington National CemeteryPolitical partyRepublicanSpouse(s)Barbara Masters(m. 1942; died 1992)Carole Fleishman (m. 1993)Children4EducationCarleton College (BA)Military serviceAllegianceUnited StatesBranch/service United States NavyYears of service1942–1946RankJunior OfficerBattles/warsWorld War IIAwardsPurple Heart","https://en.wikipedia.org/wiki/Melvin_R._Laird"
"64","Henry S. Reuss","Henry Schoellkopf ReussImage courtesy of the Office of the Clerk, U.S. House of RepresentativesMember of the U.S. House of Representativesfrom Wisconsin's 5th districtIn officeJanuary 3, 1955 – January 3, 1983Preceded byCharles J. KerstenSucceeded byJim Moody
Personal detailsBorn(1912-02-22)February 22, 1912Milwaukee, WisconsinDiedJanuary 12, 2002(2002-01-12) (aged 89)San Rafael, CaliforniaResting placeForest Home CemeteryPolitical partyDemocraticSpouse(s)Margaret Magrath(m. 1942; her death 2008)RelationsHenry Schoellkopf (uncle)Children4ParentsGustav A. ReussPaula SchoellkopfAlma materCornell UniversityHarvard Law SchoolAwardsBronze StarMilitary serviceAllegianceUnited States of AmericaBranch/serviceUnited States ArmyRankMajorBattles/warsWorld War II","https://en.wikipedia.org/wiki/Henry_S._Reuss"
"65","Donald Edgar Tewes","Donald Edgar TewesMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1957 – January 3, 1959Preceded byGlenn Robert DavisSucceeded byRobert Kastenmeier
Personal detailsBorn(1916-08-04)August 4, 1916Merrill, WisconsinDiedAugust 29, 2012(2012-08-29) (aged 96)Waukesha, WisconsinPolitical partyRepublicanMilitary serviceBranch/serviceUnited States Army Air ForcesYears of service1942–1946RankMajorUnitFourteenth Air ForceBattles/warsWorld War II","https://en.wikipedia.org/wiki/Donald_Edgar_Tewes"
"66","Gerald T. Flynn","Gerald T. FlynnMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeJanuary 3, 1959 – January 3, 1961Preceded byLawrence H. SmithSucceeded byHenry SchadebergMember of the Wisconsin Senatefrom the 21st districtIn office1951–1955Succeeded byLynn Stalbaum
Personal detailsBornGerald Thomas Flynn(1910-10-07)October 7, 1910Racine, Wisconsin, U.S.DiedMay 14, 1990(1990-05-14) (aged 79)Racine, Wisconsin, U.S.Political partyDemocraticSpouse(s)Mary McAvoyAlma materMarquette University (LLB)","https://en.wikipedia.org/wiki/Gerald_T._Flynn"
"67","Robert Kastenmeier","Robert KastenmeierMember of the U.S. House of Representativesfrom Wisconsin's 2nd districtIn officeJanuary 3, 1959 – January 3, 1991Preceded byDonald Edgar TewesSucceeded byScott Klug
Personal detailsBornRobert William Kastenmeier(1924-01-24)January 24, 1924Beaver Dam, WisconsinDiedMarch 20, 2015(2015-03-20) (aged 91)Arlington, VirginiaPolitical partyDemocratic PartySpouse(s)Dorothy ChambersProfessionLawyerMilitary serviceBranch/serviceUnited States ArmyYears of service1943–1946RankFirst LieutenantPhilippines Campaign (1944–45)World War II","https://en.wikipedia.org/wiki/Robert_W._Kastenmeier"
"68","Henry C. Schadeberg","Henry Carl SchadebergMember of the U.S. House of Representativesfrom Wisconsin's 1st districtIn officeJanuary 3, 1967 – January 3, 1971Preceded byLynn StalbaumSucceeded byLes AspinIn officeJanuary 3, 1961 – January 3, 1965Preceded byGerald T. FlynnSucceeded byLynn Stalbaum
Personal detailsBornOctober 12, 1913Manitowoc, WisconsinDiedDecember 11, 1985(1985-12-11) (aged 72)Rockbridge Baths, VirginiaPolitical partyRepublican","https://en.wikipedia.org/wiki/Henry_C._Schadeberg"
"69","Vernon Wallace Thomson","Vernon ThomsonMember of the U.S. House of Representativesfrom Wisconsin's 3rd districtIn officeJanuary 3, 1961 – December 31, 1974Preceded byGardner R. WithrowSucceeded byAlvin Baldus34th Governor of WisconsinIn officeJanuary 7, 1957 – January 5, 1959LieutenantWarren P. KnowlesPreceded byWalter J. Kohler, Jr.Succeeded byGaylord A. Nelson32nd Attorney General of WisconsinIn officeJanuary 1, 1951 – January 7, 1957GovernorWalter J. Kohler, Jr.Preceded byThomas E. FairchildSucceeded byStewart G. HoneckMember of the Wisconsin State AssemblyIn office1935–1951
Personal detailsBorn(1905-11-05)November 5, 1905Richland Center, WisconsinDiedApril 2, 1988(1988-04-02) (aged 82)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Vernon_Wallace_Thomson"
"70","William A. Steiger","William A. SteigerMember of the U.S. House of Representativesfrom Wisconsin's 6th districtIn officeJanuary 3, 1967 – December 4, 1978Preceded byJohn A. RaceSucceeded byTom PetriChairman of the College Republican National CommitteeIn office1959–1961Preceded byDan HofgrenSucceeded byJim HarffMember of the Wisconsin State AssemblyIn office1961-1965
Personal detailsBornWilliam Albert Steiger(1938-05-15)May 15, 1938Oshkosh, Wisconsin, U.S.DiedDecember 4, 1978(1978-12-04) (aged 40)Washington D.C., U.S.Political partyRepublicanSpouse(s)Janet Dempsey (m. 1963)EducationUniversity of Wisconsin, Madison (BS)","https://en.wikipedia.org/wiki/William_A._Steiger"
